[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=2018HybrideTripleAxis, Owner=User-1, Creation date=19/10/2018 14:17:25"
Comment - 2,"Goniometer=PW3050/20 HR  (Theta/2Theta); Minimum step size 2Theta:0.001; Minimum step size Omega:0.001"
Comment - 3,"Sample stage=MRD Cradle; Minimum step size Phi:0.01; Minimum step size Psi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=XPERT-MPD"
Comment - 5,"Measurement program=Manual, Owner=stephanie, Creation date=29/04/2019 14:13:33"
Comment - 6,"Fine Calibration Offset for 2Theta = 2.919 deg"
Comment - 7,"Fine Calibration Offset for Omega = 2.880 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 30
File date and time,29/avr./2019 14:44
Unit cell,
h k l, 0 0 0
Scan axis,2Theta
Scan range,-0.6950,0.6950
Scan step size,0.0100000
No. of points, 139
Scan type,CONTINUOUS
Omega,0.000
Phi,0.00
Psi,0.00
X,6.00
Y,35.00
Z,0.000
Time per step,1.00
[Scan points]
Angle,Intensity
-0.6900,5.0
-0.6800,0.0
-0.6700,4.0
-0.6600,1.0
-0.6500,1.0
-0.6400,2.0
-0.6300,1.0
-0.6200,4.0
-0.6100,2.0
-0.6000,6.0
-0.5900,3.0
-0.5800,0.0
-0.5700,0.0
-0.5600,8.0
-0.5500,5.0
-0.5400,6.0
-0.5300,5.0
-0.5200,6.0
-0.5100,3.0
-0.5000,3.0
-0.4900,6.0
-0.4800,4.0
-0.4700,6.0
-0.4600,7.0
-0.4500,4.0
-0.4400,10.0
-0.4300,14.0
-0.4200,6.0
-0.4100,5.0
-0.4000,13.0
-0.3900,11.0
-0.3800,9.0
-0.3700,18.0
-0.3600,17.0
-0.3500,14.0
-0.3400,14.0
-0.3300,24.0
-0.3200,23.0
-0.3100,30.0
-0.3000,96.0
-0.2900,657.0
-0.2800,4372.0
-0.2700,12427.0
-0.2600,21287.0
-0.2500,30642.0
-0.2400,40910.0
-0.2300,51382.0
-0.2200,60052.0
-0.2100,66616.0
-0.2000,63862.0
-0.1900,61189.0
-0.1800,69168.0
-0.1700,88249.0
-0.1600,109491.0
-0.1500,127131.0
-0.1400,140406.0
-0.1300,151459.0
-0.1200,158190.0
-0.1100,150171.0
-0.1000,146165.0
-0.0900,150713.0
-0.0800,157446.0
-0.0700,168026.0
-0.0600,181581.0
-0.0500,203592.0
-0.0400,225866.0
-0.0300,238619.0
-0.0200,234905.0
-0.0100,230182.0
0.0000,225239.0
0.0100,217776.0
0.0200,207940.0
0.0300,197735.0
0.0400,192710.0
0.0500,197371.0
0.0600,204113.0
0.0700,202407.0
0.0800,192376.0
0.0900,172059.0
0.1000,147046.0
0.1100,129802.0
0.1200,115972.0
0.1300,107971.0
0.1400,112574.0
0.1500,118546.0
0.1600,116011.0
0.1700,109968.0
0.1800,100797.0
0.1900,90304.0
0.2000,75738.0
0.2100,53699.0
0.2200,30063.0
0.2300,24402.0
0.2400,23853.0
0.2500,16918.0
0.2600,8800.0
0.2700,2277.0
0.2800,331.0
0.2900,45.0
0.3000,21.0
0.3100,16.0
0.3200,22.0
0.3300,14.0
0.3400,11.0
0.3500,10.0
0.3600,13.0
0.3700,11.0
0.3800,20.0
0.3900,6.0
0.4000,14.0
0.4100,12.0
0.4200,12.0
0.4300,10.0
0.4400,12.0
0.4500,12.0
0.4600,10.0
0.4700,8.0
0.4800,8.0
0.4900,9.0
0.5000,6.0
0.5100,4.0
0.5200,3.0
0.5300,4.0
0.5400,2.0
0.5500,7.0
0.5600,1.0
0.5700,4.0
0.5800,2.0
0.5900,2.0
0.6000,6.0
0.6100,6.0
0.6200,6.0
0.6300,2.0
0.6400,1.0
0.6500,3.0
0.6600,6.0
0.6700,3.0
0.6800,4.0
0.6900,6.0
