[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=2018HybrideTripleAxis, Owner=User-1, Creation date=19/10/2018 14:17:25"
Comment - 2,"Goniometer=PW3050/20 HR  (Theta/2Theta); Minimum step size 2Theta:0.001; Minimum step size Omega:0.001"
Comment - 3,"Sample stage=MRD Cradle; Minimum step size Phi:0.01; Minimum step size Psi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=XPERT-MPD"
Comment - 5,"Measurement program=2019_THETA-2THETA LaB6poudre, Owner=stephanie, Creation date=29/04/2019 15:33:27"
Comment - 6,"Fine Calibration Offset for 2Theta = 2.919 deg"
Comment - 7,"Fine Calibration Offset for Omega = 2.880 deg"
Comment - 8,"Batch program=2019_05_03_batch_mesureMylarVerre, Owner=stephanie, Creation date=03/05/2019 15:56:22"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 30
File date and time,03/mai/2019 16:15
Unit cell,
h k l, 0 0 0
Scan axis,2Theta-Omega
Scan range,18.0000,90.0000
Scan step size,0.0100000
Omega offset,-0.0890
No. of points, 7200
Scan type,CONTINUOUS
Phi,0.00
Psi,0.00
X,10.00
Y,35.00
Z,7.827
Time per step,15.00
[Scan points]
Angle,Intensity
18.0050,227.0
18.0150,178.0
18.0250,202.0
18.0350,215.0
18.0450,195.0
18.0550,201.0
18.0650,214.0
18.0750,228.0
18.0850,231.0
18.0950,216.0
18.1050,208.0
18.1150,213.0
18.1250,213.0
18.1350,183.0
18.1450,221.0
18.1550,207.0
18.1650,195.0
18.1750,205.0
18.1850,224.0
18.1950,214.0
18.2050,219.0
18.2150,209.0
18.2250,219.0
18.2350,191.0
18.2450,198.0
18.2550,208.0
18.2650,242.0
18.2750,206.0
18.2850,257.0
18.2950,253.0
18.3050,215.0
18.3150,228.0
18.3250,228.0
18.3350,224.0
18.3450,224.0
18.3550,214.0
18.3650,191.0
18.3750,208.0
18.3850,215.0
18.3950,213.0
18.4050,202.0
18.4150,202.0
18.4250,226.0
18.4350,218.0
18.4450,234.0
18.4550,193.0
18.4650,198.0
18.4750,222.0
18.4850,205.0
18.4950,181.0
18.5050,250.0
18.5150,235.0
18.5250,221.0
18.5350,228.0
18.5450,226.0
18.5550,200.0
18.5650,234.0
18.5750,224.0
18.5850,192.0
18.5950,205.0
18.6050,197.0
18.6150,265.0
18.6250,232.0
18.6350,194.0
18.6450,199.0
18.6550,225.0
18.6650,197.0
18.6750,223.0
18.6850,204.0
18.6950,220.0
18.7050,221.0
18.7150,209.0
18.7250,218.0
18.7350,214.0
18.7450,215.0
18.7550,226.0
18.7650,231.0
18.7750,223.0
18.7850,215.0
18.7950,230.0
18.8050,203.0
18.8150,208.0
18.8250,220.0
18.8350,233.0
18.8450,205.0
18.8550,219.0
18.8650,216.0
18.8750,246.0
18.8850,209.0
18.8950,234.0
18.9050,197.0
18.9150,213.0
18.9250,216.0
18.9350,210.0
18.9450,230.0
18.9550,223.0
18.9650,181.0
18.9750,196.0
18.9850,203.0
18.9950,189.0
19.0050,215.0
19.0150,218.0
19.0250,221.0
19.0350,222.0
19.0450,236.0
19.0550,219.0
19.0650,204.0
19.0750,230.0
19.0850,210.0
19.0950,213.0
19.1050,210.0
19.1150,225.0
19.1250,224.0
19.1350,209.0
19.1450,194.0
19.1550,204.0
19.1650,241.0
19.1750,225.0
19.1850,231.0
19.1950,213.0
19.2050,216.0
19.2150,246.0
19.2250,205.0
19.2350,173.0
19.2450,219.0
19.2550,237.0
19.2650,185.0
19.2750,234.0
19.2850,225.0
19.2950,215.0
19.3050,215.0
19.3150,224.0
19.3250,187.0
19.3350,191.0
19.3450,207.0
19.3550,205.0
19.3650,209.0
19.3750,234.0
19.3850,198.0
19.3950,224.0
19.4050,230.0
19.4150,200.0
19.4250,195.0
19.4350,213.0
19.4450,235.0
19.4550,193.0
19.4650,203.0
19.4750,211.0
19.4850,220.0
19.4950,212.0
19.5050,216.0
19.5150,235.0
19.5250,218.0
19.5350,223.0
19.5450,218.0
19.5550,199.0
19.5650,188.0
19.5750,200.0
19.5850,221.0
19.5950,208.0
19.6050,201.0
19.6150,255.0
19.6250,211.0
19.6350,220.0
19.6450,195.0
19.6550,185.0
19.6650,194.0
19.6750,229.0
19.6850,209.0
19.6950,199.0
19.7050,207.0
19.7150,202.0
19.7250,219.0
19.7350,214.0
19.7450,224.0
19.7550,213.0
19.7650,192.0
19.7750,199.0
19.7850,224.0
19.7950,212.0
19.8050,208.0
19.8150,209.0
19.8250,217.0
19.8350,214.0
19.8450,225.0
19.8550,243.0
19.8650,217.0
19.8750,195.0
19.8850,204.0
19.8950,207.0
19.9050,231.0
19.9150,226.0
19.9250,246.0
19.9350,178.0
19.9450,215.0
19.9550,218.0
19.9650,211.0
19.9750,198.0
19.9850,229.0
19.9950,219.0
20.0050,200.0
20.0150,213.0
20.0250,230.0
20.0350,203.0
20.0450,229.0
20.0550,210.0
20.0650,212.0
20.0750,197.0
20.0850,245.0
20.0950,216.0
20.1050,237.0
20.1150,230.0
20.1250,218.0
20.1350,196.0
20.1450,228.0
20.1550,234.0
20.1650,211.0
20.1750,201.0
20.1850,221.0
20.1950,211.0
20.2050,172.0
20.2150,239.0
20.2250,219.0
20.2350,213.0
20.2450,199.0
20.2550,235.0
20.2650,208.0
20.2750,198.0
20.2850,219.0
20.2950,202.0
20.3050,217.0
20.3150,219.0
20.3250,219.0
20.3350,207.0
20.3450,216.0
20.3550,202.0
20.3650,213.0
20.3750,227.0
20.3850,214.0
20.3950,223.0
20.4050,226.0
20.4150,220.0
20.4250,213.0
20.4350,221.0
20.4450,226.0
20.4550,232.0
20.4650,200.0
20.4750,212.0
20.4850,232.0
20.4950,209.0
20.5050,222.0
20.5150,234.0
20.5250,220.0
20.5350,210.0
20.5450,212.0
20.5550,217.0
20.5650,247.0
20.5750,217.0
20.5850,215.0
20.5950,209.0
20.6050,226.0
20.6150,245.0
20.6250,244.0
20.6350,232.0
20.6450,216.0
20.6550,249.0
20.6650,217.0
20.6750,228.0
20.6850,224.0
20.6950,233.0
20.7050,242.0
20.7150,235.0
20.7250,237.0
20.7350,244.0
20.7450,236.0
20.7550,261.0
20.7650,241.0
20.7750,243.0
20.7850,234.0
20.7950,244.0
20.8050,258.0
20.8150,274.0
20.8250,255.0
20.8350,241.0
20.8450,247.0
20.8550,269.0
20.8650,291.0
20.8750,279.0
20.8850,297.0
20.8950,309.0
20.9050,336.0
20.9150,312.0
20.9250,285.0
20.9350,319.0
20.9450,311.0
20.9550,346.0
20.9650,373.0
20.9750,426.0
20.9850,362.0
20.9950,345.0
21.0050,356.0
21.0150,394.0
21.0250,388.0
21.0350,378.0
21.0450,357.0
21.0550,370.0
21.0650,398.0
21.0750,406.0
21.0850,409.0
21.0950,432.0
21.1050,428.0
21.1150,470.0
21.1250,570.0
21.1350,496.0
21.1450,548.0
21.1550,566.0
21.1650,679.0
21.1750,659.0
21.1850,713.0
21.1950,748.0
21.2050,849.0
21.2150,940.0
21.2250,867.0
21.2350,973.0
21.2450,1004.0
21.2550,1092.0
21.2650,1195.0
21.2750,1263.0
21.2850,1179.0
21.2950,1258.0
21.3050,1130.0
21.3150,1108.0
21.3250,1078.0
21.3350,995.0
21.3450,812.0
21.3550,704.0
21.3650,608.0
21.3750,441.0
21.3850,377.0
21.3950,313.0
21.4050,302.0
21.4150,278.0
21.4250,242.0
21.4350,265.0
21.4450,217.0
21.4550,243.0
21.4650,242.0
21.4750,233.0
21.4850,267.0
21.4950,239.0
21.5050,260.0
21.5150,243.0
21.5250,232.0
21.5350,245.0
21.5450,240.0
21.5550,222.0
21.5650,246.0
21.5750,238.0
21.5850,225.0
21.5950,236.0
21.6050,274.0
21.6150,257.0
21.6250,263.0
21.6350,228.0
21.6450,255.0
21.6550,255.0
21.6650,242.0
21.6750,247.0
21.6850,309.0
21.6950,256.0
21.7050,207.0
21.7150,264.0
21.7250,245.0
21.7350,237.0
21.7450,207.0
21.7550,247.0
21.7650,252.0
21.7750,263.0
21.7850,216.0
21.7950,270.0
21.8050,245.0
21.8150,250.0
21.8250,260.0
21.8350,230.0
21.8450,253.0
21.8550,228.0
21.8650,260.0
21.8750,255.0
21.8850,291.0
21.8950,264.0
21.9050,219.0
21.9150,258.0
21.9250,237.0
